lon,lat,lanid12,lanid17,mirad12,mirad17,aim12,aim17,aim_valid
-123.3,42.1,68.7085800170899,60.4300193786621,175.366973876953,189.609344482422,0,0,0
-123.3,42.3,1029.50244140625,937.85693359375,1281.751953125,1265.03356933594,0,0,0
-123.3,42.5,129.869995117188,108.809997558594,156.25,87.5,0,0,0
-123.3,42.7,75.5100021362305,131.759994506836,133.51399230957,118.790901184082,0,0,0
-123.3,42.9,464.693237304688,375.031372070313,169.013412475586,110.476303100586,0,0,0
-123.3,43.1,399.355438232422,407.374450683594,225,649.202819824219,0,0,0
-123.3,43.3,471.155364990234,394.660369873047,237.349411010742,620.006958007813,0,0,0
-123.3,43.5,524.438842773438,455.900573730469,760.468933105469,675.352111816406,0,0,0
-123.3,43.7,222.656066894531,193.828979492188,345.538024902344,310.670837402344,0,0,0
-123.3,43.9,79.7399978637695,15.1199998855591,383.917816162109,683.137329101563,0,0,0
-123.3,44.1,1345.90893554688,1850.59899902344,970.549560546875,1314.15795898438,0,0,0
-123.3,44.3,4015.42358398438,6969.36865234375,3215.83911132813,5199.708984375,0,0,0
-123.3,44.5,2806.60498046875,5897.00830078125,1677.67602539063,4377.66796875,0,0,0
-123.3,44.7,1240.70458984375,1985.54748535156,1908.1650390625,1869.81872558594,0,0,0
-123.3,44.9,2615.37939453125,2656.05688476563,2460.82861328125,1815.40319824219,0,0,0
-123.3,45.1,5295.85107421875,6260.10888671875,4314.5068359375,4656.1162109375,0,0,0
-123.3,45.3,1022.20617675781,1601.76501464844,1357.40173339844,2149.36572265625,0,0,0
-123.3,45.5,166.170150756836,157.317993164063,356.199523925781,253.574951171875,0,0,0
-123.3,45.7,47.8485069274902,61.3162994384766,241.56999206543,127.742156982422,0,0,0
-123.3,45.9,0,81.2699966430664,118.75,147.991912841797,0,0,0
-123.3,46.1,282.558288574219,453.861206054688,36.4776763916016,43.7496719360352,0,0,0
-123.3,46.3,8.72999954223633,20.6100006103516,0.0654558464884758,0,0,0,0
-123.3,46.5,0,2.0699999332428,12.5,37.5,0,0,0
-123.3,46.7,43.4274673461914,26.5818710327148,66.7944107055664,106.281234741211,0,0,0
-123.3,46.9,786.7822265625,623.97216796875,1401.31286621094,756.822326660156,0,0,0
-123.3,47.1,10.8000001907349,10.2600002288818,235.788208007813,108.683967590332,0,0,0
-123.3,47.3,8.90999984741211,10.710000038147,0,62.5,0,0,0
-123.3,48.1,136.549255371094,59.9592590332031,75,143.75,0,0,0
-123.1,38.5,43.8300018310547,43.3800010681152,56.25,56.25,0,0,0
-123.1,38.7,80.7568740844727,86.8156280517578,57.497917175293,57.7467918395996,0,0,0
-123.1,38.9,1177.06713867188,1175.08715820313,807.515502929688,963.756103515625,0,0,0
-123.1,39.1,2084.30712890625,2069.00708007813,1261.84936523438,1586.85888671875,0,0,0
-123.1,39.3,989.422485351563,986.8125,2051.82202148438,2145.23876953125,0,0,0
-123.1,39.7,0,0,337.743377685547,338.272277832031,0,0,0
